SecondsFromStart,FramesFromStart,FoxesPopulation,RabbitPopulation,RabbitSpeedMedian,RabbitSensoryRangeMedian,RabbitFertilityMedian,FoxSpeedMedian,FoxSensoryRangeMedian,FoxFertilityMedian,MinRabbitLifeTime,AverageRabbitLifeTime,MaxRabbitLifeTime,MinFoxLifeTime,AverageFoxLifeTime,MaxFoxLifeTime,FoxesDiedOfHunger,FoxesDiedOfThirst,RabbitsDiedOfHunger,RabbitsDiedOfThirst,RabbitsDiedOfBeingEaten
62,6455411900,2,4,69,59,44,50,50,50,11900,11900,11900,0,0,0,0,0,0,0,0
62,8848811950,2,4,69,59,44,50,50,50,11950,11950,11950,0,0,0,0,0,0,0,0
63,1218712000,2,4,69,59,44,50,50,50,12000,12000,12000,0,0,0,0,0,0,0,0
63,3788912050,2,4,69,59,44,50,50,50,12050,12050,12050,0,0,0,0,0,0,0,0
63,6124612100,2,4,69,59,44,50,50,50,12100,12100,12100,0,0,0,0,0,0,0,0
63,869912150,2,4,69,59,44,50,50,50,12150,12150,12150,0,0,0,0,0,0,0,0
64,1059312200,2,4,69,59,44,50,50,50,12200,12200,12200,0,0,0,0,0,0,0,0
64,3713112250,2,4,69,59,44,50,50,50,12250,12250,12250,0,0,0,0,0,0,0,0
64,6065512300,2,4,69,59,44,50,50,50,12300,12300,12300,0,0,0,0,0,0,0,0
64,8633812350,2,4,69,59,44,50,50,50,12350,12350,12350,0,0,0,0,0,0,0,0
65,106112400,2,4,69,59,44,50,50,50,12400,12400,12400,0,0,0,0,0,0,0,0
65,3637512450,2,4,69,59,44,50,50,50,12450,12450,12450,0,0,0,0,0,0,0,0
65,598812500,2,4,69,59,44,50,50,50,12500,12500,12500,0,0,0,0,0,0,0,0
65,8570412550,2,4,69,59,44,50,50,50,12550,12550,12550,0,0,0,0,0,0,0,0
66,0994912600,2,4,69,59,44,50,50,50,12600,12600,12600,0,0,0,0,0,0,0,0
66,3552212650,2,4,69,59,44,50,50,50,12650,12650,12650,0,0,0,0,0,0,0,0
66,5881412700,2,4,69,59,44,50,50,50,12700,12700,12700,0,0,0,0,0,0,0,0
66,8233212750,2,4,69,59,44,50,50,50,12750,12750,12750,0,0,0,0,0,0,0,0
67,080512800,2,4,69,59,44,50,50,50,12800,12800,12800,0,0,0,0,0,0,0,0
67,3153712850,2,4,69,59,44,50,50,50,12850,12850,12850,0,0,0,0,0,0,0,0
67,5724712900,2,4,69,59,44,50,50,50,12900,12900,12900,0,0,0,0,0,0,0,0
67,8074412950,2,4,69,59,44,50,50,50,12950,12950,12950,0,0,0,0,0,0,0,0
68,0721613000,2,4,69,59,44,50,50,50,13000,13000,13000,0,0,0,0,0,0,0,0
68,3110113050,2,4,69,59,44,50,50,50,13050,13050,13050,0,0,0,0,0,0,0,0
68,5703513100,2,4,69,59,44,50,50,50,13100,13100,13100,0,0,0,0,0,0,0,0
68,8077113150,2,4,69,59,44,50,50,50,13150,13150,13150,0,0,0,0,0,0,0,0
69,0688713200,2,4,69,59,44,50,50,50,13200,13200,13200,0,0,0,0,0,0,0,0
69,3054713250,2,4,69,59,44,50,50,50,13250,13250,13250,0,0,0,0,0,0,0,0
69,5644113300,2,4,69,59,44,50,50,50,13300,13300,13300,0,0,0,0,0,0,0,0
69,8124813350,2,4,69,59,44,50,50,50,13350,13350,13350,0,0,0,0,0,0,0,0
70,0677913400,2,4,69,59,44,50,50,50,13400,13400,13400,0,0,0,0,0,0,0,0
70,3054313450,2,4,69,59,44,50,50,50,13450,13450,13450,0,0,0,0,0,0,0,0
70,5655813500,2,4,69,59,44,50,50,50,13500,13500,13500,0,0,0,0,0,0,0,0
70,7994513550,2,4,69,59,44,50,50,50,13550,13550,13550,0,0,0,0,0,0,0,0
71,0542413600,2,4,69,59,44,50,50,50,13600,13600,13600,0,0,0,0,0,0,0,0
71,2908213650,2,4,69,59,44,50,50,50,13650,13650,13650,0,0,0,0,0,0,0,0
71,5465113700,2,4,69,59,44,50,50,50,13700,13700,13700,0,0,0,0,0,0,0,0
71,8097313750,2,4,69,59,44,50,50,50,13750,13750,13750,0,0,0,0,0,0,0,0
72,0885113800,2,4,69,59,44,50,50,50,13800,13800,13800,0,0,0,0,0,0,0,0
72,3598913850,2,4,69,59,44,50,50,50,13850,13850,13850,0,0,0,0,0,0,0,0
72,6087613900,2,4,69,59,44,50,50,50,13900,13900,13900,0,0,0,0,0,0,0,0
72,8820213950,2,4,69,59,44,50,50,50,13950,13950,13950,0,0,0,0,0,0,0,0
73,1699614000,2,4,69,59,44,50,50,50,14000,14000,14000,0,0,0,0,0,0,0,0
73,4157414050,2,4,69,59,44,50,50,50,14050,14050,14050,0,0,0,0,0,0,0,0
73,6879414100,2,4,69,59,44,50,50,50,14100,14100,14100,0,0,0,0,0,0,0,0
73,9221614150,2,4,69,59,44,50,50,50,14150,14150,14150,0,0,0,0,0,0,0,0
74,1790114200,2,4,69,59,44,50,50,50,14200,14200,14200,0,0,0,0,0,0,0,0
74,4143414250,2,4,69,59,44,50,50,50,14250,14250,14250,0,0,0,0,0,0,0,0
74,6769714300,2,4,69,59,44,50,50,50,14300,14300,14300,0,0,0,0,0,0,0,0
74,9129714350,2,4,69,59,44,50,50,50,14350,14350,14350,0,0,0,0,0,0,0,0
75,1852814400,2,4,69,59,44,50,50,50,14400,14400,14400,0,0,0,0,0,0,0,0
75,4185914450,2,4,69,59,44,50,50,50,14450,14450,14450,0,0,0,0,0,0,0,0
75,6728314500,2,4,69,59,44,50,50,50,14500,14500,14500,0,0,0,0,0,0,0,0
75,9051714550,2,4,69,59,44,50,50,50,14550,14550,14550,0,0,0,0,0,0,0,0
76,1609814600,2,4,69,59,44,50,50,50,14600,14600,14600,0,0,0,0,0,0,0,0
76,3969314650,2,4,69,59,44,50,50,50,14650,14650,14650,0,0,0,0,0,0,0,0
76,650714700,2,4,69,59,44,50,50,50,14700,14700,14700,0,0,0,0,0,0,0,0
76,8880114750,2,4,69,59,44,50,50,50,14750,14750,14750,0,0,0,0,0,0,0,0
77,1505314800,2,4,69,59,44,50,50,50,14800,14800,14800,0,0,0,0,0,0,0,0
77,3995114850,2,4,69,59,44,50,50,50,14850,14850,14850,0,0,0,0,0,0,0,0
77,6549514900,2,4,69,59,44,50,50,50,14900,14900,14900,0,0,0,0,0,0,0,0
77,8850814950,2,4,69,59,44,50,50,50,14950,14950,14950,0,0,0,0,0,0,0,0
78,1165115000,2,4,69,59,44,50,50,50,15000,15000,15000,0,0,0,0,0,0,0,0
78,3759515050,2,4,69,59,44,50,50,50,15050,15050,15050,0,0,0,0,0,0,0,0
78,6078615100,2,4,69,59,44,50,50,50,15100,15100,15100,0,0,0,0,0,0,0,0
78,8642715150,2,4,69,59,44,50,50,50,15150,15150,15150,0,0,0,0,0,0,0,0
79,1076715200,2,4,69,59,44,50,50,50,15200,15200,15200,0,0,0,0,0,0,0,0
79,363415250,2,4,69,59,44,50,50,50,15250,15250,15250,0,0,0,0,0,0,0,0
79,608715300,2,4,69,59,44,50,50,50,15300,15300,15300,0,0,0,0,0,0,0,0
79,8669715350,2,4,69,59,44,50,50,50,15350,15350,15350,0,0,0,0,0,0,0,0
80,1005615400,2,4,69,59,44,50,50,50,15400,15400,15400,0,0,0,0,0,0,0,0
80,3553215450,2,4,69,59,44,50,50,50,15450,15450,15450,0,0,0,0,0,0,0,0
80,591415500,2,4,69,59,44,50,50,50,15500,15500,15500,0,0,0,0,0,0,0,0
80,8236315550,2,4,69,59,44,50,50,50,15550,15550,15550,0,0,0,0,0,0,0,0
81,0872715600,2,4,69,59,44,50,50,50,15600,15600,15600,0,0,0,0,0,0,0,0
81,3201415650,2,4,69,59,44,50,50,50,15650,15650,15650,0,0,0,0,0,0,0,0
81,5735815700,2,4,69,59,44,50,50,50,15700,15700,15700,0,0,0,0,0,0,0,0
81,8074615750,2,4,69,59,44,50,50,50,15750,15750,15750,0,0,0,0,0,0,0,0
82,0662915800,2,4,69,59,44,50,50,50,15800,15800,15800,0,0,0,0,0,0,0,0
82,2993415850,2,4,69,59,44,50,50,50,15850,15850,15850,0,0,0,0,0,0,0,0
82,5564115900,2,4,69,59,44,50,50,50,15900,15900,15900,0,0,0,0,0,0,0,0
82,7795115950,2,4,69,59,44,50,50,50,15950,15950,15950,0,0,0,0,0,0,0,0
83,0099216000,2,4,69,59,44,50,50,50,16000,16000,16000,0,0,0,0,0,0,0,0
83,2514716050,2,4,69,59,44,50,50,50,16050,16050,16050,0,0,0,0,0,0,0,0
83,4748316100,2,4,69,59,44,50,50,50,16100,16100,16100,0,0,0,0,0,0,0,0
83,6979716150,2,4,69,59,44,50,50,50,16150,16150,16150,0,0,0,0,0,0,0,0
83,9223916200,2,4,69,59,44,50,50,50,16200,16200,16200,0,0,0,0,0,0,0,0
84,1634116250,2,4,69,59,44,50,50,50,16250,16250,16250,0,0,0,0,0,0,0,0
84,387916300,2,4,69,59,44,50,50,50,16300,16300,16300,0,0,0,0,0,0,0,0
84,7125716350,2,8,69,20,53,50,50,50,26,8188,16350,0,0,0,0,0,0,0,0
85,0712616400,2,8,69,20,53,50,50,50,76,8238,16400,0,0,0,0,0,0,0,0
85,4062316450,2,8,69,20,53,50,50,50,126,8288,16450,0,0,0,0,0,0,0,0
85,7830516500,2,8,69,20,53,50,50,50,176,8338,16500,0,0,0,0,0,0,0,0
86,1867416550,2,8,69,20,53,50,50,50,226,8388,16550,0,0,0,0,0,0,0,0
105,717316600,2,8,69,20,53,50,50,50,276,8438,16600,0,0,0,0,0,0,0,0
106,0816650,2,8,69,20,53,50,50,50,326,8488,16650,0,0,0,0,0,0,0,0
106,409416700,2,8,69,20,53,50,50,50,376,8538,16700,0,0,0,0,0,0,0,0
106,710616750,2,8,69,20,53,50,50,50,426,8588,16750,0,0,0,0,0,0,0,0
107,074416800,2,8,69,20,53,50,50,50,476,8638,16800,0,0,0,0,0,0,0,0
107,391916850,2,8,69,20,53,50,50,50,526,8688,16850,0,0,0,0,0,0,0,0
107,716516900,2,8,69,20,53,50,50,50,576,8738,16900,0,0,0,0,0,0,0,0
108,067716950,2,8,69,20,53,50,50,50,626,8788,16950,0,0,0,0,0,0,0,0
108,488117000,2,8,69,20,53,50,50,50,676,8838,17000,0,0,0,0,0,0,0,0
108,889717050,2,8,69,20,53,50,50,50,726,8888,17050,0,0,0,0,0,0,0,0
109,29417100,2,8,69,20,53,50,50,50,776,8938,17100,0,0,0,0,0,0,0,0
109,779417150,2,8,69,20,53,50,50,50,826,8988,17150,0,0,0,0,0,0,0,0
110,290617200,2,8,69,20,53,50,50,50,876,9038,17200,0,0,0,0,0,0,0,0
110,703317250,2,8,69,20,53,50,50,50,926,9088,17250,0,0,0,0,0,0,0,0
111,127217300,2,8,69,20,53,50,50,50,976,9138,17300,0,0,0,0,0,0,0,0
111,590817350,2,8,69,20,53,50,50,50,1026,9188,17350,0,0,0,0,0,0,0,0
112,011417400,2,8,69,20,53,50,50,50,1076,9238,17400,0,0,0,0,0,0,0,0
112,4917450,2,8,69,20,53,50,50,50,1126,9288,17450,0,0,0,0,0,0,0,0
113,19317500,2,8,69,20,53,50,50,50,1176,9338,17500,0,0,0,0,0,0,0,0
113,722117550,2,8,69,20,53,50,50,50,1226,9388,17550,0,0,0,0,0,0,0,0
114,314717600,2,8,69,20,53,50,50,50,1276,9438,17600,0,0,0,0,0,0,0,0
117,627617650,2,8,69,20,53,50,50,50,1326,9488,17650,0,0,0,0,0,0,0,0
118,277317700,2,8,69,20,53,50,50,50,1376,9538,17700,0,0,0,0,0,0,0,0
118,79817750,2,8,69,20,53,50,50,50,1426,9588,17750,0,0,0,0,0,0,0,0
119,409917800,2,8,69,20,53,50,50,50,1476,9638,17800,0,0,0,0,0,0,0,0
119,936917850,2,8,69,20,53,50,50,50,1526,9688,17850,0,0,0,0,0,0,0,0
120,521617900,2,8,69,20,53,50,50,50,1576,9738,17900,0,0,0,0,0,0,0,0
121,49917950,2,15,65,20,53,50,50,50,19,5229,133,17950,0,0,0,0,0,0,0,0
134,176818000,2,15,65,20,53,50,50,50,69,5279,133,18000,0,0,0,0,0,0,0,0
135,242818050,2,15,65,20,53,50,50,50,119,5329,133,18050,0,0,0,0,0,0,0,0
136,15218100,2,15,65,20,53,50,50,50,169,5379,133,18100,0,0,0,0,0,0,0,0
136,960818150,2,15,65,20,53,50,50,50,219,5429,133,18150,0,0,0,0,0,0,0,0
137,958318200,2,15,65,20,53,50,50,50,269,5479,133,18200,0,0,0,0,0,0,0,0
139,144218250,2,15,65,20,53,50,50,50,319,5529,133,18250,0,0,0,0,0,0,0,0
140,180518300,2,15,65,20,53,50,50,50,369,5579,133,18300,0,0,0,0,0,0,0,0
140,874418350,2,15,65,20,53,50,50,50,419,5629,133,18350,0,0,0,0,0,0,0,0
141,444218400,2,15,65,20,53,50,50,50,469,5679,133,18400,0,0,0,0,0,0,0,0
141,883518450,2,15,65,20,53,50,50,50,519,5729,133,18450,0,0,0,0,0,0,0,0
142,362718500,2,15,65,20,53,50,50,50,569,5779,133,18500,0,0,0,0,0,0,0,0
142,947618550,2,15,65,20,53,50,50,50,619,5829,133,18550,0,0,0,0,0,0,0,0
143,468318600,2,15,65,20,53,50,50,50,669,5879,133,18600,0,0,0,0,0,0,0,0
143,976818650,2,15,65,20,53,50,50,50,719,5929,133,18650,0,0,0,0,0,0,0,0
144,574218700,2,15,65,20,53,50,50,50,769,5979,133,18700,0,0,0,0,0,0,0,0
145,151318750,2,15,65,20,53,50,50,50,819,6029,133,18750,0,0,0,0,0,0,0,0
145,676718800,2,15,65,20,53,50,50,50,869,6079,133,18800,0,0,0,0,0,0,0,0
146,247118850,2,15,65,20,53,50,50,50,919,6129,133,18850,0,0,0,0,0,0,0,0
146,674518900,2,15,65,20,53,50,50,50,969,6179,133,18900,0,0,0,0,0,0,0,0
147,16218950,2,15,65,20,53,50,50,50,1019,6229,133,18950,0,0,0,0,0,0,0,0
147,662619000,2,15,65,20,53,50,50,50,1069,6279,133,19000,0,0,0,0,0,0,0,0
148,163319050,2,15,65,20,53,50,50,50,1119,6329,133,19050,0,0,0,0,0,0,0,0
148,663119100,2,15,65,20,53,50,50,50,1169,6379,133,19100,0,0,0,0,0,0,0,0
149,1719150,2,15,65,20,53,50,50,50,1219,6429,133,19150,0,0,0,0,0,0,0,0
149,663119200,2,15,65,20,53,50,50,50,1269,6479,133,19200,0,0,0,0,0,0,0,0
150,264219250,2,15,65,20,53,50,50,50,1319,6529,133,19250,0,0,0,0,0,0,0,0
150,863119300,2,15,65,20,53,50,50,50,1369,6579,133,19300,0,0,0,0,0,0,0,0
151,362619350,2,15,65,20,53,50,50,50,1419,6629,133,19350,0,0,0,0,0,0,0,0
151,847719400,2,15,65,20,53,50,50,50,1469,6679,133,19400,0,0,0,0,0,0,0,0
152,358219450,2,15,65,20,53,50,50,50,1519,6729,133,19450,0,0,0,0,0,0,0,0
152,948719500,2,15,65,20,53,50,50,50,1569,6779,133,19500,0,0,0,0,0,0,0,0
153,474719550,2,15,65,20,53,50,50,50,1619,6829,133,19550,0,0,0,0,0,0,0,0
154,065919600,2,15,65,20,53,50,50,50,1669,6879,133,19600,0,0,0,0,0,0,0,0
154,578919650,2,15,65,20,53,50,50,50,1719,6929,133,19650,0,0,0,0,0,0,0,0
155,075219700,2,15,65,20,53,50,50,50,1769,6979,133,19700,0,0,0,0,0,0,0,0
155,578219750,2,15,65,20,53,50,50,50,1819,7029,133,19750,0,0,0,0,0,0,0,0
156,077819800,2,15,65,20,53,50,50,50,1869,7079,133,19800,0,0,0,0,0,0,0,0
156,583819850,2,15,65,20,53,50,50,50,1919,7129,133,19850,0,0,0,0,0,0,0,0
157,177919900,2,15,65,20,53,50,50,50,1969,7179,133,19900,0,0,0,0,0,0,0,0
157,664819950,2,15,65,20,53,50,50,50,2019,7229,133,19950,0,0,0,0,0,0,0,0
158,14420000,2,15,65,20,53,50,50,50,2069,7279,133,20000,0,0,0,0,0,0,0,0
158,57920050,2,15,65,20,53,50,50,50,2119,7329,133,20050,0,0,0,0,0,0,0,0
159,165420100,2,15,65,20,53,50,50,50,2169,7379,133,20100,0,0,0,0,0,0,0,0
159,675520150,2,15,65,20,53,50,50,50,2219,7429,133,20150,0,0,0,0,0,0,0,0
160,174520200,2,15,65,20,53,50,50,50,2269,7479,133,20200,0,0,0,0,0,0,0,0
160,673720250,2,15,65,20,53,50,50,50,2319,7529,133,20250,0,0,0,0,0,0,0,0
161,169620300,2,15,65,20,53,50,50,50,2369,7579,133,20300,0,0,0,0,0,0,0,0
161,66220350,2,15,65,20,53,50,50,50,2419,7629,133,20350,0,0,0,0,0,0,0,0
162,254520400,2,15,65,20,53,50,50,50,2469,7679,133,20400,0,0,0,0,0,0,0,0
162,761820450,2,15,65,20,53,50,50,50,2519,7729,133,20450,0,0,0,0,0,0,0,0
163,273120500,2,15,65,20,53,50,50,50,2569,7779,133,20500,0,0,0,0,0,0,0,0
163,769720550,2,15,65,20,53,50,50,50,2619,7829,133,20550,0,0,0,0,0,0,0,0
164,369320600,2,15,65,20,53,50,50,50,2669,7879,133,20600,0,0,0,0,0,0,0,0
165,073620650,2,15,65,20,53,50,50,50,2719,7929,133,20650,0,0,0,0,0,0,0,0
165,680820700,2,15,65,20,53,50,50,50,2769,7979,133,20700,0,0,0,0,0,0,0,0
194,017220750,2,15,65,20,53,50,50,50,2819,8029,133,20750,0,0,0,0,0,0,0,0
195,897320800,2,15,65,20,53,50,50,50,2869,8079,133,20800,0,0,0,0,0,0,0,0
198,21820850,2,15,65,20,53,50,50,50,2919,8129,133,20850,0,0,0,0,0,0,0,0
200,495820900,2,15,65,20,53,50,50,50,2969,8179,133,20900,0,0,0,0,0,0,0,0
202,211320950,2,15,65,20,53,50,50,50,3019,8229,134,20950,0,0,0,0,0,0,0,0
203,821621000,2,15,65,20,53,50,50,50,3069,8279,134,21000,0,0,0,0,0,0,0,0
205,696521050,2,15,65,20,53,50,50,50,3119,8329,134,21050,0,0,0,0,0,0,0,0
207,289321100,2,15,65,20,53,50,50,50,3169,8379,134,21100,0,0,0,0,0,0,0,0
208,804421150,2,15,65,20,53,50,50,50,3219,8429,134,21150,0,0,0,0,0,0,0,0
210,298921200,2,15,65,20,53,50,50,50,3269,8479,134,21200,0,0,0,0,0,0,0,0
211,698121250,2,15,65,20,53,50,50,50,3319,8529,134,21250,0,0,0,0,0,0,0,0
213,021621300,2,15,65,20,53,50,50,50,3369,8579,134,21300,0,0,0,0,0,0,0,0
214,413121350,2,15,65,20,53,50,50,50,3419,8629,134,21350,0,0,0,0,0,0,0,0
215,689421400,2,15,65,20,53,50,50,50,3469,8679,134,21400,0,0,0,0,0,0,0,0
217,018421450,2,15,65,20,53,50,50,50,3519,8729,134,21450,0,0,0,0,0,0,0,0
218,386221500,2,15,65,20,53,50,50,50,3569,8779,134,21500,0,0,0,0,0,0,0,0
219,615521550,2,15,65,20,53,50,50,50,3619,8829,134,21550,0,0,0,0,0,0,0,0
220,799421600,2,15,65,20,53,50,50,50,3669,8879,134,21600,0,0,0,0,0,0,0,0
222,008321650,2,15,65,20,53,50,50,50,3719,8929,134,21650,0,0,0,0,0,0,0,0
223,200221700,2,15,65,20,53,50,50,50,3769,8979,134,21700,0,0,0,0,0,0,0,0
224,219521750,2,15,65,20,53,50,50,50,3819,9029,134,21750,0,0,0,0,0,0,0,0
225,386521800,2,15,65,20,53,50,50,50,3869,9079,134,21800,0,0,0,0,0,0,0,0
226,620421850,2,15,65,20,53,50,50,50,3919,9129,134,21850,0,0,0,0,0,0,0,0
228,007921900,2,15,65,20,53,50,50,50,3969,9179,134,21900,0,0,0,0,0,0,0,0
229,21121950,2,15,65,20,53,50,50,50,4019,9229,134,21950,0,0,0,0,0,0,0,0
230,39422000,2,15,65,20,53,50,50,50,4069,9279,134,22000,0,0,0,0,0,0,0,0
231,486122050,2,15,65,20,53,50,50,50,4119,9329,134,22050,0,0,0,0,0,0,0,0
232,601922100,2,15,65,20,53,50,50,50,4169,9379,134,22100,0,0,0,0,0,0,0,0
233,722222150,2,15,65,20,53,50,50,50,4219,9429,134,22150,0,0,0,0,0,0,0,0
234,801522200,2,15,65,20,53,50,50,50,4269,9479,134,22200,0,0,0,0,0,0,0,0
235,890622250,2,15,65,20,53,50,50,50,4319,9529,134,22250,0,0,0,0,0,0,0,0
237,005422300,2,15,65,20,53,50,50,50,4369,9579,134,22300,0,0,0,0,0,0,0,0
238,087922350,2,15,65,20,53,50,50,50,4419,9629,134,22350,0,0,0,0,0,0,0,0
239,210722400,2,15,65,20,53,50,50,50,4469,9679,134,22400,0,0,0,0,0,0,0,0
240,219322450,2,15,65,20,53,50,50,50,4519,9729,134,22450,0,0,0,0,0,0,0,0
241,403922500,2,15,65,20,53,50,50,50,4569,9779,134,22500,0,0,0,0,0,0,0,0
242,49322550,2,15,65,20,53,50,50,50,4619,9829,134,22550,0,0,0,0,0,0,0,0
243,608322600,2,15,65,20,53,50,50,50,4669,9879,134,22600,0,0,0,0,0,0,0,0
244,817922650,2,15,65,20,53,50,50,50,4719,9929,134,22650,0,0,0,0,0,0,0,0
246,219722700,2,15,65,20,53,50,50,50,4769,9979,134,22700,0,0,0,0,0,0,0,0
247,79822750,2,15,65,20,53,50,50,50,4819,10029,13,22750,0,0,0,0,0,0,0,0
248,805322800,2,15,65,20,53,50,50,50,4869,10079,13,22800,0,0,0,0,0,0,0,0
249,795222850,2,15,65,20,53,50,50,50,4919,10129,13,22850,0,0,0,0,0,0,0,0
251,207322900,2,15,65,20,53,50,50,50,4969,10179,13,22900,0,0,0,0,0,0,0,0
275,721322950,2,51,65,99,53,50,50,50,11,3029,961,22950,0,0,0,0,0,0,0,0
312,308123000,2,51,65,99,53,50,50,50,61,3079,961,23000,0,0,0,0,0,0,0,0
348,944623050,2,57,74,99,53,50,50,50,0,2620,877,23050,0,0,0,0,0,2,0,0
391,373523100,2,57,74,99,53,50,50,50,50,2670,877,23100,0,0,0,0,0,2,0,0
438,075223150,2,75,74,99,53,50,50,50,6,2073,413,23150,0,0,0,0,0,2,0,0
505,042523200,2,115,74,99,53,50,50,50,4,1342,896,23200,0,0,0,0,0,4,0,0
591,399723250,2,117,74,99,53,50,50,50,24,1165,769,23250,0,0,0,0,0,5,2,0
